id,fitted_entries,resolution,contourLevel,chain_id,chain_label,segment_overlap,segment_volume
4671,6qy3,9.1,0.015,r,44.0,0.59,88859
4671,6qy3,9.1,0.015,s,45.0,0.63,87643
4671,6qy3,9.1,0.015,t,46.0,0.66,7682
4671,6qy3,9.1,0.015,u,47.0,0.53,88862
4671,6qy3,9.1,0.015,v,48.0,0.67,87610
4671,6qy3,9.1,0.015,w,49.0,0.83,7672
4671,6qy3,9.1,0.015,x,50.0,0.62,7676
4671,6qy3,9.1,0.015,y,51.0,0.64,88833
4671,6qy3,9.1,0.015,z,52.0,0.64,87655
4671,6qy3,9.1,0.015,1,53.0,0.53,99917
4671,6qy3,9.1,0.015,2,54.0,0.54,100915
4736,6r6h,8.4,6.0,A,1.0,0.28,145951
4736,6r6h,8.4,6.0,B,2.0,0.33,155558
4736,6r6h,8.4,6.0,C,3.0,0.34,135555
4736,6r6h,8.4,6.0,D,4.0,0.36,138948
4736,6r6h,8.4,6.0,E,5.0,0.1,104963
4736,6r6h,8.4,6.0,F,6.0,0.19,111919
4736,6r6h,8.4,6.0,H,7.0,0.41,63875
4736,6r6h,8.4,6.0,O,8.0,0.27,248857
4736,6r6h,8.4,6.0,P,9.0,0.29,38883
4736,6r6h,8.4,6.0,Q,10.0,0.38,40818
4736,6r6h,8.4,6.0,R,11.0,0.33,43072
4736,6r6h,8.4,6.0,V,12.0,0.21,55366
4736,6r6h,8.4,6.0,G,13.0,0.28,80969
4739,6r7f,8.2,6.0,A,1.0,0.26,155372
4739,6r7f,8.2,6.0,B,2.0,0.3,152645
4739,6r7f,8.2,6.0,C,3.0,0.37,144293
4739,6r7f,8.2,6.0,D,4.0,0.29,143934
4739,6r7f,8.2,6.0,E,5.0,0.29,111214
4739,6r7f,8.2,6.0,F,6.0,0.35,123826
4739,6r7f,8.2,6.0,H,7.0,0.45,66071
4739,6r7f,8.2,6.0,G,8.0,0.32,83272
4739,6r7f,8.2,6.0,V,9.0,0.17,62475
4739,6r7f,8.2,6.0,P,10.0,0.09,51962
4739,6r7f,8.2,6.0,Q,11.0,0.29,47437
4739,6r7f,8.2,6.0,O,12.0,0.26,265383
4739,6r7f,8.2,6.0,R,13.0,0.25,44919
4739,6r7f,8.2,6.0,N,14.0,0.07,30233
4741,6r7h,8.8,6.0,A,1.0,0.25,169710
4741,6r7h,8.8,6.0,Q,2.0,0.36,53824
4741,6r7h,8.8,6.0,O,3.0,0.34,250748
4741,6r7h,8.8,6.0,R,4.0,0.4,48892
4741,6r7h,8.8,6.0,B,5.0,0.37,168743
4741,6r7h,8.8,6.0,C,6.0,0.33,159252
4741,6r7h,8.8,6.0,D,7.0,0.26,164479
4741,6r7h,8.8,6.0,E,8.0,0.36,126697
4741,6r7h,8.8,6.0,F,9.0,0.39,133720
4741,6r7h,8.8,6.0,G,10.0,0.36,93208
4741,6r7h,8.8,6.0,H,11.0,0.43,74135
4741,6r7h,8.8,6.0,P,12.0,0.26,48534
4744,6r7n,6.5,3.65,A,1.0,0.53,117329
4744,6r7n,6.5,3.65,D,2.0,0.61,111998
4744,6r7n,6.5,3.65,H,3.0,0.65,49534
4744,6r7n,6.5,3.65,P,4.0,0.65,32404
4744,6r7n,6.5,3.65,Q,5.0,0.77,28856
4744,6r7n,6.5,3.65,R,6.0,0.49,30199
4744,6r7n,6.5,3.65,C,7.0,0.53,116437
4744,6r7n,6.5,3.65,G,8.0,0.48,60286
4744,6r7n,6.5,3.65,O,9.0,0.49,202964
4744,6r7n,6.5,3.65,B,10.0,0.58,121295
4913,6rkw,6.6,0.0107,A,1.0,0.35,237930
4913,6rkw,6.6,0.0107,C,2.0,0.34,238617
4913,6rkw,6.6,0.0107,B,3.0,0.44,224099
4913,6rkw,6.6,0.0107,D,4.0,0.42,225498
4913,6rkw,6.6,0.0107,F,5.0,0.28,55098
4913,6rkw,6.6,0.0107,E,6.0,0.34,54966
4913,6rkw,6.6,0.0107,G,7.0,0.41,58816
4913,6rkw,6.6,0.0107,H,8.0,0.32,59295
4940,6rn2,6.2,0.01,A,1.0,0.52,179994
4940,6rn2,6.2,0.01,B,2.0,0.49,180228
4940,6rn2,6.2,0.01,C,3.0,0.5,180883
4940,6rn2,6.2,0.01,D,4.0,0.55,180306
4940,6rn2,6.2,0.01,E,5.0,0.58,178659
4940,6rn2,6.2,0.01,F,6.0,0.55,180278
4940,6rn2,6.2,0.01,S,7.0,0.78,7743
6913,5zcs,4.9,0.01,A,1.0,0.44,487558
6913,5zcs,4.9,0.01,B,2.0,0.44,487611
6913,5zcs,4.9,0.01,C,3.0,0.65,67482
6913,5zcs,4.9,0.01,D,4.0,0.64,67485
6913,5zcs,4.9,0.01,E,5.0,0.5,139720
6913,5zcs,4.9,0.01,F,6.0,0.5,139764
6913,5zcs,4.9,0.01,G,7.0,0.56,14368
6913,5zcs,4.9,0.01,H,8.0,0.56,14371
6928,5zfv,7.1,0.02,A,1.0,0.28,68385
6928,5zfv,7.1,0.02,B,2.0,0.29,67961
6928,5zfv,7.1,0.02,C,3.0,0.3,67423
6928,5zfv,7.1,0.02,D,4.0,0.29,65409
6928,5zfv,7.1,0.02,E,5.0,0.28,67330
6928,5zfv,7.1,0.02,F,6.0,0.21,9862
7031,6b19,4.5,0.05,A,1.0,0.33,70993
7031,6b19,4.5,0.05,B,2.0,0.3,56117
7031,6b19,4.5,0.05,C,3.0,0.4,9948
7031,6b19,4.5,0.05,D,4.0,0.51,9927
7103,6bjs,5.5,0.006,A,1.0,0.43,16798
7103,6bjs,5.5,0.006,B,2.0,0.36,21886
7103,6bjs,5.5,0.006,R,3.0,0.57,8350
7103,6bjs,5.5,0.006,G,4.0,0.42,55755
7103,6bjs,5.5,0.006,H,5.0,0.48,54979
7103,6bjs,5.5,0.006,I,6.0,0.42,308854
7103,6bjs,5.5,0.006,J,7.0,0.44,311116
7103,6bjs,5.5,0.006,K,8.0,0.37,21218
7305,6ci1,4.9,0.02,A,1.0,0.77,29737
7305,6ci1,4.9,0.02,B,2.0,0.76,29746
7305,6ci1,4.9,0.02,C,3.0,0.76,29726
7305,6ci1,4.9,0.02,D,4.0,0.77,29754
7305,6ci1,4.9,0.02,E,5.0,0.76,29752
7305,6ci1,4.9,0.02,F,6.0,0.76,29678
7305,6ci1,4.9,0.02,G,7.0,0.77,29715
7305,6ci1,4.9,0.02,H,8.0,0.77,29754
8097,5iou,7.0,0.022,A,1.0,0.27,199312
8097,5iou,7.0,0.022,C,2.0,0.26,199402
8097,5iou,7.0,0.022,B,3.0,0.26,197515
8097,5iou,7.0,0.022,D,4.0,0.26,198371
8229,5kbs,8.7,0.019,A,1.0,0.26,256834
8229,5kbs,8.7,0.019,B,2.0,0.27,262669
8229,5kbs,8.7,0.019,C,3.0,0.28,255401
8229,5kbs,8.7,0.019,D,4.0,0.28,260789
8230,5kbt,6.4,0.019,A,1.0,0.3,240402
8230,5kbt,6.4,0.019,B,2.0,0.34,194333
8230,5kbt,6.4,0.019,C,3.0,0.33,190834
8230,5kbt,6.4,0.019,D,4.0,0.32,192600
8231,5kbu,7.8,0.019,A,1.0,0.26,288643
8231,5kbu,7.8,0.019,B,2.0,0.3,235210
8231,5kbu,7.8,0.019,C,3.0,0.27,288388
8231,5kbu,7.8,0.019,D,4.0,0.29,235557
8287,5kua,6.0,0.45,A,1.0,0,0
8287,5kua,6.0,0.45,B,2.0,0,0
8287,5kua,6.0,0.45,C,3.0,0,0
8287,5kua,6.0,0.45,D,4.0,0.0,93
8287,5kua,6.0,0.45,E,5.0,0.1,1694
8287,5kua,6.0,0.45,F,6.0,0.13,3836
8287,5kua,6.0,0.45,G,7.0,0.11,5665
8287,5kua,6.0,0.45,H,8.0,0.21,7169
8287,5kua,6.0,0.45,I,9.0,0.16,11327
8287,5kua,6.0,0.45,J,10.0,0.28,19236
8287,5kua,6.0,0.45,K,11.0,0.29,26771
8287,5kua,6.0,0.45,L,12.0,0.31,34159
8287,5kua,6.0,0.45,M,13.0,0.32,36895
8287,5kua,6.0,0.45,N,14.0,0.28,36938
8287,5kua,6.0,0.45,O,15.0,0.36,35797
8287,5kua,6.0,0.45,P,16.0,0.27,33607
8287,5kua,6.0,0.45,Q,17.0,0.38,31726
8287,5kua,6.0,0.45,R,18.0,0.35,30231
8287,5kua,6.0,0.45,S,19.0,0.38,26951
8287,5kua,6.0,0.45,T,20.0,0.38,19801
8287,5kua,6.0,0.45,U,21.0,0.4,12168
8287,5kua,6.0,0.45,V,22.0,0.33,4503
8287,5kua,6.0,0.45,W,23.0,0.07,222
8287,5kua,6.0,0.45,X,24.0,0,0
8287,5kua,6.0,0.45,Y,25.0,0,0
8287,5kua,6.0,0.45,Z,26.0,0,0
8636,5v5s,6.5,0.0266,A,1.0,0.38,115640
8636,5v5s,6.5,0.0266,B,2.0,0.39,115533
8636,5v5s,6.5,0.0266,C,3.0,0.4,115863
8636,5v5s,6.5,0.0266,D,4.0,0.25,95812
8636,5v5s,6.5,0.0266,E,5.0,0.27,94980
8636,5v5s,6.5,0.0266,F,6.0,0.26,95638
8636,5v5s,6.5,0.0266,G,7.0,0.29,94750
8636,5v5s,6.5,0.0266,H,8.0,0.26,96122
8636,5v5s,6.5,0.0266,I,9.0,0.27,95120
8636,5v5s,6.5,0.0266,J,10.0,0.32,255703
8636,5v5s,6.5,0.0266,K,11.0,0.32,255715
8636,5v5s,6.5,0.0266,L,12.0,0.31,254975
8685,5vhw,7.8,0.029,A,1.0,0.2,251545
8685,5vhw,7.8,0.029,B,2.0,0.21,254998
8685,5vhw,7.8,0.029,C,3.0,0.2,251778
8685,5vhw,7.8,0.029,D,4.0,0.21,255300
8686,5vhx,8.3,0.022,A,1.0,0.28,266318
8686,5vhx,8.3,0.022,B,2.0,0.29,270662
8686,5vhx,8.3,0.022,C,3.0,0.26,266520
8686,5vhx,8.3,0.022,D,4.0,0.25,270920
8686,5vhx,8.3,0.022,E,5.0,0.18,64063
8687,5vhy,4.6,0.028,A,1.0,0.28,156386
8687,5vhy,4.6,0.028,B,2.0,0.28,155983
8687,5vhy,4.6,0.028,C,3.0,0.28,156582
8687,5vhy,4.6,0.028,D,4.0,0.27,156192
8687,5vhy,4.6,0.028,E,5.0,0.17,35682
8687,5vhy,4.6,0.028,F,6.0,0.17,35990
8688,5vhz,8.4,0.015,A,1.0,0.28,264474
8688,5vhz,8.4,0.015,B,2.0,0.28,267464
8688,5vhz,8.4,0.015,C,3.0,0.29,264163
8688,5vhz,8.4,0.015,D,4.0,0.27,267375
8688,5vhz,8.4,0.015,E,5.0,0.18,65453
8688,5vhz,8.4,0.015,F,6.0,0.19,65587
8821,5wem,6.1,0.019,A,1.0,0.29,245179
8821,5wem,6.1,0.019,B,2.0,0.3,200294
8821,5wem,6.1,0.019,C,3.0,0.29,245831
8821,5wem,6.1,0.019,D,4.0,0.3,200295
8886,6anu,7.0,0.95,F,1.0,0.6,97668
8886,6anu,7.0,0.95,A,2.0,0.6,97685
8886,6anu,7.0,0.95,B,3.0,0.61,97632
8886,6anu,7.0,0.95,C,4.0,0.62,97641
8886,6anu,7.0,0.95,D,5.0,0.61,97710
8886,6anu,7.0,0.95,E,6.0,0.61,97227
8886,6anu,7.0,0.95,f,7.0,0.37,40993
8886,6anu,7.0,0.95,a,8.0,0.48,42022
8886,6anu,7.0,0.95,b,9.0,0.34,41972
8886,6anu,7.0,0.95,c,10.0,0.32,41970
8886,6anu,7.0,0.95,d,11.0,0.44,41996
8886,6anu,7.0,0.95,e,12.0,0.51,41973
9843,6jm9,7.3,0.021,I,1.0,0.55,132310
9843,6jm9,7.3,0.021,J,2.0,0.52,132551
9843,6jm9,7.3,0.021,A,3.0,0.44,40907
9843,6jm9,7.3,0.021,B,4.0,0.41,33285
9843,6jm9,7.3,0.021,C,5.0,0.41,42976
9843,6jm9,7.3,0.021,D,6.0,0.46,38029
9843,6jm9,7.3,0.021,E,7.0,0.43,41055
9843,6jm9,7.3,0.021,F,8.0,0.45,36953
9843,6jm9,7.3,0.021,G,9.0,0.42,42169
9843,6jm9,7.3,0.021,H,10.0,0.42,38022
9843,6jm9,7.3,0.021,X,11.0,0.19,98825
